x1,x2,y
[-1.34816924],[-0.73603175],0
[1.29537605],[-0.44080283],0
[-1.17962211],[0.95579122],1
[1.62608242],[0.35187888],1
[2.1749189],[-0.20658564],0
[-2.3367874],[0.14545298],1
[-1.73362211],[0.45271728],1
[-0.92421703],[-0.88500167],0
[1.76647207],[-0.44223498],0
[1.27487444],[0.83185657],1
[-0.0234154],[-0.93968204],0
[1.62277011],[-0.61425199],0
[-2.14578911],[0.07860146],1
[2.02303608],[0.16306393],1
[-1.13737145],[-0.97222165],0
[1.32084955],[-0.85979671],0
[1.57471844],[-0.55420065],0
[-1.85160515],[-0.25419801],0
[-1.80066198],[-0.04248719],1
[2.1578218],[0.36802074],1
[-1.81962689],[-0.65177326],0
[-0.78667422],[-0.83027552],0
[0.8198388],[-0.88140943],0
[-1.25374942],[0.6609503],1
[2.04305359],[-0.42053813],0
[-0.43967086],[-0.93954869],0
[1.81767595],[0.55500517],1
[1.91867734],[0.46619127],1
[-0.69116048],[-0.95010865],0
[2.02944435],[-0.27875014],0
[1.30721464],[0.7060563],1
[1.91254796],[0.25877785],1
[-1.11990515],[0.86232803],1
[-0.06618186],[-0.98676644],0
[-0.43865777],[-1.0193201],0
[1.57521134],[0.0513965],1
[-1.02438597],[0.78121719],1
[1.2550545],[0.59686334],1
[1.76915048],[-0.29651243],0
[-1.13434771],[-0.90069776],0
[-0.14345253],[1.08393021],1
[0.08912901],[1.06387672],1
[-1.36674162],[-0.7225642],0
[1.32495876],[-0.62037165],0
[-1.05201035],[0.79012068],1
[1.48173749],[-0.6944167],0
[-1.03040678],[-0.85820828],0
[1.75743451],[0.18667363],1
[1.08725387],[0.91173165],1
[-2.08204887],[-0.0931007],0
[0.75976055],[1.0018471],1
[1.15800287],[-0.80002009],0
[-1.49800552],[-0.77364555],0
[1.08810319],[-0.84579245],0
[-0.6082413],[-0.71534184],0
[1.4833735],[-0.74941661],0
[-1.46213089],[-0.98057795],0
[0.20676556],[1.03367568],1
[-2.23082229],[-0.28078974],0
[1.35833012],[-0.74641507],0
[-1.83077698],[-0.28591043],0
[1.8984968],[0.24466722],1
[-0.50722019],[-1.00260314],0
[1.30164579],[0.6209587],1
[-2.1658265],[0.13744474],1
[-1.61577476],[-0.5721941],0
[-1.87621785],[-0.34321699],0
[-1.43875838],[0.70563605],1
[-1.67143282],[0.38274183],1
[1.22780144],[-0.65928909],0
[1.58370223],[0.76351844],1
[1.31810358],[-0.68256046],0
[-2.3898096],[-0.35088769],0
[1.0699372],[0.81797083],1
[1.97670211],[0.28949153],1
[0.79218743],[0.87779995],1
[-1.24418011],[0.52512554],1
[-2.14446395],[-0.20691101],0
[0.8072074],[1.02360899],1
[-0.65575009],[-0.86652515],0
[1.69191052],[0.54180249],1
[1.18479246],[-0.83228984],0
[-2.27353176],[0.0793426],1
[-2.29655257],[-0.11136835],0
[-0.48563534],[-0.96374159],0
[0.26258173],[-1.03637133],0
[0.93779254],[-0.75276928],0
[0.02056238],[0.87555734],1
[-0.26231713],[-0.8651023],0
[0.44568751],[1.14534633],1
[1.29882376],[0.81880947],1
[1.49177637],[-0.55885053],0
[1.86648979],[0.52793162],1
[0.68474872],[1.10993898],1
[1.85558346],[-0.40475301],0
[-1.8600275],[-0.6645442],0
[0.62325146],[-0.90423275],0
[-1.95781831],[-0.32443346],0
[-1.62775683],[-0.59612863],0
[0.18711934],[-0.93891783],0
[-1.8154265],[0.05770294],1
[0.29130234],[1.11120137],1
[-0.39273288],[0.90599436],1
[1.35095598],[0.74571964],1
[-0.4197791],[-0.96651521],0
[-0.22965148],[-1.15198668],0
[-1.06150096],[-0.94572437],0
[-1.58761834],[0.75561167],1
[1.5434917],[-0.8862494],0
[-0.94889003],[-0.84210569],0
[1.70538317],[0.83899456],1
[0.20539497],[-0.85119172],0
[-1.62562131],[-0.68369069],0
[-2.49694286],[0.34541523],1
[-1.28266188],[-0.76516872],0
[-1.51262145],[0.72419035],1
[-0.29258142],[-0.91498933],0
[1.28337571],[-0.71192441],0
[2.17645126],[-0.27699939],0
[-0.78734342],[0.98829496],1
[-0.25436039],[0.89517973],1
[1.70560491],[0.57690052],1
[-1.57117967],[0.75194363],1
[-0.55869507],[0.88489584],1
[0.10164122],[1.13333835],1
[0.50635391],[1.01948026],1
[-0.64127863],[-1.01978914],0
[-1.89140101],[-0.39384351],0
[-0.18427236],[-0.87943592],0
[0.16045886],[-0.77143182],0
[1.55696189],[-0.99769029],0
[0.05926449],[-0.95636076],0
[1.78934665],[-0.5646145],0
[-1.84049728],[0.07123294],1
[-2.01527052],[0.02065266],0
[-1.95069812],[0.12733866],1
[2.29965794],[0.04501935],1
[1.51264912],[0.61173876],1
[-0.23601538],[1.04247043],1
[-2.09911627],[0.11033081],0
[-0.05633218],[1.19108506],1
[-0.68415378],[0.6914204],1
[1.92746505],[-0.52249903],0
[0.82024623],[0.94516509],1
[0.64402021],[-0.95607395],0
[1.99696372],[-0.66720366],0
[2.06649419],[0.4610282],1
[1.899332],[0.47818083],1
[1.15799534],[-0.7432734],0
[1.7779913],[-0.3493451],0
[1.09492044],[0.81379945],1
[-0.76040518],[0.94431107],1
[-1.97621801],[0.18480477],1
[0.47382187],[0.91342954],1
[-1.63010374],[0.16703573],1
[1.90192662],[-0.24479235],0
[-0.11813285],[1.06953018],1
[-2.08822413],[-0.51935546],0
[1.8723984],[-0.06968029],0
[1.97789584],[-0.13755401],0
[-0.85760112],[0.78826794],1
[0.45365933],[-1.1165607],0
[1.34154418],[1.01354526],1
[1.92163689],[-0.71237718],0
[2.05346982],[0.3854786],1
[-1.84496928],[0.07661338],1
[-1.82076631],[-0.23642094],0
[-0.53886168],[1.0751123],1
[-1.17313836],[0.67102354],1
[0.66017526],[-0.90226349],0
[1.78169088],[0.39220766],1
[1.68909611],[0.48325477],1
[2.09563905],[-0.49732661],0
[-2.02448253],[-0.05878686],0
[-1.33940407],[0.84603727],1
[-1.6956996],[0.63871467],1
